supplier,sku,name,current_stock,in_transit_qty,forecast_next_month,recommended_qty,months_of_cover,urgency,explanation,moq
IEK,280300012_," Лоток перфорированный (50х100х3000) (0,7 мм) IEK (6)",1270.0,0.0,478.1,0.0,2.66,Низкая,база спроса ≈137 шт/мес (история 30 мес.); сезонность ×2.93; рост спроса ×1.19; исключено разовых крупных заказов: 1; прогноз след. месяц ≈478 шт; остаток 1270 + в пути 0,12.0
IEK,280300013_," Лоток перфорированный (50х200х3000) (0,7 мм) IEK (6)",627.0,252.0,191.7,0.0,3.27,Низкая,база спроса ≈272 шт/мес (история 32 мес.); сезонность ×1.09; снижение спроса ×0.64; прогноз след. месяц ≈192 шт; остаток 627 + в пути 252,18.0
IEK,280300022_,Разветвитель Т-образный  50х200 IEK,21.0,0.0,1.9,0.0,11.05,Низкая,база спроса ≈3 шт/мес (история 26 мес.); сезонность ×1.21; снижение спроса ×0.59; исключено разовых крупных заказов: 1; прогноз след. месяц ≈2 шт; остаток 21 + в пути 0,1.0
IEK,280300030_," Лоток перфорированный (50х300х3000) (0,8 мм) IEK (6)",324.0,180.0,146.8,0.0,2.21,Низкая,база спроса ≈81 шт/мес (история 30 мес.); сезонность ×1.46; рост спроса ×1.24; прогноз след. месяц ≈147 шт; остаток 324 + в пути 180,12.0
IEK,280300031_, Лоток перфорированный (50х400х3000) (1 мм) IEK (6),120.0,0.0,3.5,0.0,34.29,Низкая,база спроса ≈20 шт/мес (история 25 мес.); сезонность ×0.35; снижение спроса ×0.50; прогноз след. месяц ≈4 шт; остаток 120 + в пути 0,12.0
IEK,280300034_," Лоток перфорированный (100х200х3000) (0,8 мм) IEK (6)",258.0,0.0,25.2,0.0,10.24,Низкая,база спроса ≈68 шт/мес (история 30 мес.); сезонность ×0.74; снижение спроса ×0.50; прогноз след. месяц ≈25 шт; остаток 258 + в пути 0,6.0
IEK,280300057_,Поворот 90º вертикальный внутренний  50х200 IEK,10.0,0.0,0.7,0.0,14.29,Низкая,база спроса ≈3 шт/мес (история 20 мес.); сезонность ×0.29; снижение спроса ×0.78; прогноз след. месяц ≈1 шт; остаток 10 + в пути 0,1.0
IEK,280300078_,Поворот 90º 100х200 IEK!!!,18.0,0.0,4.5,0.0,4.0,Низкая,база спроса ≈4 шт/мес (история 4 мес.); прогноз след. месяц ≈4 шт; остаток 18 + в пути 0,1.0
IEK,280300082_,Кронштейн настенный осн.300мм IEK,62.0,0.0,3.1,0.0,20.0,Низкая,база спроса ≈18 шт/мес (история 18 мес.); сезонность ×0.12; рост спроса ×1.47; прогноз след. месяц ≈3 шт; остаток 62 + в пути 0,4.0
IEK,280300084_, Лоток проволочный (60х100х3000) IEK (6),207.0,180.0,99.0,0.0,2.09,Низкая,база спроса ≈234 шт/мес (история 27 мес.); сезонность ×0.67; снижение спроса ×0.63; продажи скорректированы вверх из-за дефицита на складе; прогноз след. месяц ≈99 шт; остаток 207 + в пути 180,18.0
IEK,280300086_," Лоток перфорированный (50 х50х3000) (0,7 мм) IEK (6)",726.0,0.0,114.4,0.0,6.35,Низкая,база спроса ≈139 шт/мес (история 32 мес.); сезонность ×1.65; снижение спроса ×0.50; исключено разовых крупных заказов: 1; прогноз след. месяц ≈114 шт; остаток 726 + в пути 0,18.0
IEK,280300092_,Держатель горизонтальный VH200 IEK (20),85.0,0.0,28.3,0.0,3.0,Низкая,база спроса ≈41 шт/мес (история 27 мес.); сезонность ×1.34; снижение спроса ×0.52; прогноз след. месяц ≈28 шт; остаток 85 + в пути 0,20.0
IEK,280300104_,Площадка фиксаторная CR IEK (200),140.0,0.0,36.4,0.0,3.85,Низкая,база спроса ≈48 шт/мес (история 10 мес.); снижение спроса ×0.76; прогноз след. месяц ≈36 шт; остаток 140 + в пути 0,200.0
IEK,280300122_,Кронштейн настенный осн.400мм. IEK (4),31.0,0.0,10.5,0.0,2.95,Низкая,база спроса ≈3 шт/мес (история 17 мес.); сезонность ×3.61; рост спроса ×1.05; прогноз след. месяц ≈10 шт; остаток 31 + в пути 0,4.0
IEK,280300128_," Лоток перфорированный (100х100х3000) (0,7 мм) IEK (6)",234.0,0.0,29.1,0.0,8.04,Низкая,база спроса ≈16 шт/мес (история 26 мес.); сезонность ×3.75; снижение спроса ×0.50; прогноз след. месяц ≈29 шт; остаток 234 + в пути 0,12.0
IEK,280300145_, I5 роз. с/у  10А КВАРТА РС 10-2-КБ (200),43.0,0.0,21.4,0.0,2.01,Низкая,база спроса ≈7 шт/мес (история 26 мес.); сезонность ×1.51; рост спроса ×2.00; прогноз след. месяц ≈21 шт; остаток 43 + в пути 0,10.0
IEK,280300147_,I13 роз. комп КВАРТА РК10-КБ (200),15.0,0.0,0.7,0.0,21.43,Низкая,база спроса ≈1 шт/мес (история 14 мес.); сезонность ×1.00; снижение спроса ×0.68; прогноз след. месяц ≈1 шт; остаток 15 + в пути 0,10.0
IEK,280300180_,Распределительная  коробка о/у  с сальниками  75х40 IP44 КМ41237 IEK (60),60.0,0.0,28.6,0.0,2.1,Низкая,база спроса ≈20 шт/мес (история 23 мес.); сезонность ×1.90; снижение спроса ×0.75; продажи скорректированы вверх из-за дефицита на складе; прогноз след. месяц ≈29 шт; остаток 60 + в пути 0,1.0
IEK,280300182_,Распределительная  коробка о/у  с сальниками 150х110х70 IP55 КМ41242 IEK (30),84.0,0.0,41.1,0.0,2.04,Низкая,база спроса ≈25 шт/мес (история 29 мес.); сезонность ×1.88; снижение спроса ×0.89; прогноз след. месяц ≈41 шт; остаток 84 + в пути 0,30.0
IEK,280300231_,I12 диммер КВАРТА ВСР 10-1-0-КБ (160),7.0,0.0,0.8,0.0,8.75,Низкая,база спроса ≈1 шт/мес (история 18 мес.); сезонность ×1.00; снижение спроса ×0.84; исключено разовых крупных заказов: 1; прогноз след. месяц ≈1 шт; остаток 7 + в пути 0,8.0
IEK,280300250_,Разделительная перегородка h 80 IEK,112.0,0.0,12.0,0.0,9.33,Низкая,база спроса ≈6 шт/мес (история 6 мес.); рост спроса ×2.00; прогноз след. месяц ≈12 шт; остаток 112 + в пути 0,2.0
IEK,280300356_, 3 КВтп 10х150-240-02 IEK !!!,3.0,0.0,1.0,0.0,3.0,Низкая,база спроса ≈1 шт/мес (история 1 мес.); прогноз след. месяц ≈1 шт; остаток 3 + в пути 0,1.0
IEK,280300396_, Распределительная коробка с/у для твердых стен  92x92x45 IP20 КМ41001 IEK (126),502.0,0.0,146.0,0.0,3.44,Низкая,база спроса ≈225 шт/мес (история 27 мес.); сезонность ×1.30; снижение спроса ×0.50; продажи скорректированы вверх из-за дефицита на складе; прогноз след. месяц ≈146 шт; остаток 502 + в пути 0,1.0
IEK,280300397_, Распределительная коробка с/у для твердых стен 172x96x45 IP20 КМ41006 IEK (70)*,44.0,0.0,11.3,0.0,3.89,Низкая,база спроса ≈3 шт/мес (история 17 мес.); сезонность ×4.60; снижение спроса ×0.72; прогноз след. месяц ≈11 шт; остаток 44 + в пути 0,1.0
IEK,280300399_,Распределительная коробка с/у для полых стен г/к 172х96x45 IP20 КМ41026 IEK (70),50.0,0.0,9.7,0.0,5.15,Низкая,база спроса ≈5 шт/мес (история 15 мес.); сезонность ×1.60; рост спроса ×1.21; исключено разовых крупных заказов: 1; прогноз след. месяц ≈10 шт; остаток 50 + в пути 0,1.0
IEK,280300400_, Установочная коробка для полых стен г/к 141х70x45 КМ40023 IEK (100),77.0,0.0,29.4,0.0,2.62,Низкая,база спроса ≈2 шт/мес (история 17 мес.); сезонность ×17.00; снижение спроса ×0.74; прогноз след. месяц ≈29 шт; остаток 77 + в пути 0,1.0
IEK,280300402_,Распределительная  коробка о/у  с сальниками 190х140х70 IP55 КМ41244 IEK (20),119.0,0.0,44.5,0.0,2.67,Низкая,база спроса ≈33 шт/мес (история 30 мес.); сезонность ×1.53; снижение спроса ×0.88; продажи скорректированы вверх из-за дефицита на складе; прогноз след. месяц ≈44 шт; остаток 119 + в пути 0,20.0
IEK,280300403_,Распределительная  коробка о/у  с сальниками  70х70х40 IP44 КМ41236 IEK (84),406.0,0.0,40.5,0.0,10.02,Низкая,база спроса ≈25 шт/мес (история 32 мес.); сезонность ×1.19; рост спроса ×1.38; исключено разовых крупных заказов: 1; прогноз след. месяц ≈40 шт; остаток 406 + в пути 0,84.0
IEK,280300404_,Распределительная  коробка о/у  с сальниками 100х100х50 IP44 КМ41255 IEK (48),2421.0,0.0,478.3,0.0,5.06,Низкая,база спроса ≈319 шт/мес (история 32 мес.); сезонность ×1.65; снижение спроса ×0.91; исключено разовых крупных заказов: 1; прогноз след. месяц ≈478 шт; остаток 2421 + в пути 0,48.0
IEK,280300589_,ЩРН- 12 (265x310x120) GENERICA,10.0,0.0,2.8,0.0,3.57,Низкая,база спроса ≈6 шт/мес (история 8 мес.); снижение спроса ×0.50; прогноз след. месяц ≈3 шт; остаток 10 + в пути 0,1.0
IEK,280300590_,ЩМП- 1 IP 31 (395х310х220) GENERICA,6.0,0.0,2.2,0.0,2.73,Низкая,база спроса ≈4 шт/мес (история 10 мес.); снижение спроса ×0.50; прогноз след. месяц ≈2 шт; остаток 6 + в пути 0,1.0
IEK,280300644_,Выключатель кнопочный 1кл. о/у 10А IP54 AQUATIC ВС-20-1-3-А IEK,27.0,0.0,10.2,0.0,2.65,Низкая,база спроса ≈7 шт/мес (история 24 мес.); сезонность ×0.86; рост спроса ×1.70; продажи скорректированы вверх из-за дефицита на складе; прогноз след. месяц ≈10 шт; остаток 27 + в пути 0,10.0
IEK,280300645_,Выключатель проходной 1кл о/у 10А IP54 AQUATIC ВС-20-1-2-А IEK,130.0,100.0,36.2,0.0,3.59,Низкая,база спроса ≈54 шт/мес (история 32 мес.); сезонность ×1.24; снижение спроса ×0.54; прогноз след. месяц ≈36 шт; остаток 130 + в пути 100,10.0
IEK,280300734_,STRUT-болт с конусной пружиной  М8х30 IEK,3726.0,0.0,9.0,0.0,414.0,Низкая,база спроса ≈9 шт/мес (история 2 мес.); прогноз след. месяц ≈9 шт; остаток 3726 + в пути 0,50.0
IEK,280300736_,STRUT-болт с конусной пружиной  М8х50 IEK,699.0,0.0,50.0,0.0,13.98,Низкая,база спроса ≈50 шт/мес (история 1 мес.); прогноз след. месяц ≈50 шт; остаток 699 + в пути 0,50.0
IEK,280300737_,STRUT-гайка с конусной пружиной М10 IEK,3739.0,0.0,10.0,0.0,373.9,Низкая,база спроса ≈10 шт/мес (история 1 мес.); прогноз след. месяц ≈10 шт; остаток 3739 + в пути 0,25.0
IEK,280300738_,STRUT-гайка с конусной пружиной  М8 IEK,437.0,0.0,53.0,0.0,8.25,Низкая,база спроса ≈26 шт/мес (история 8 мес.); рост спроса ×2.00; прогноз след. месяц ≈53 шт; остаток 437 + в пути 0,25.0
IEK,280300739_,"STRUT-профиль перфорированный 41x21х2000-2,0 IEK",120.0,0.0,43.0,0.0,2.79,Низкая,база спроса ≈22 шт/мес (история 7 мес.); рост спроса ×2.00; прогноз след. месяц ≈43 шт; остаток 120 + в пути 0,2.0
IEK,280300740_,"STRUT-профиль перфорированный 41x21х2000-2,5 IEK",149.0,0.0,2.5,0.0,59.6,Низкая,база спроса ≈2 шт/мес (история 4 мес.); прогноз след. месяц ≈2 шт; остаток 149 + в пути 0,2.0
IEK,280300743_,"STRUT-профиль  перфорированный  41х21х500-1,5 IEK",297.0,0.0,1.0,0.0,297.0,Низкая,база спроса ≈1 шт/мес (история 2 мес.); прогноз след. месяц ≈1 шт; остаток 297 + в пути 0,2.0
IEK,280300744_,Консоль STRUT 41х21-200 EZ IEK,361.0,0.0,4.2,0.0,85.95,Низкая,база спроса ≈8 шт/мес (история 6 мес.); снижение спроса ×0.50; прогноз след. месяц ≈4 шт; остаток 361 + в пути 0,2.0
IEK,280300745_,Консоль STRUT 41х21-300 EZ IEK,396.0,0.0,5.0,0.0,79.2,Низкая,база спроса ≈5 шт/мес (история 5 мес.); прогноз след. месяц ≈5 шт; остаток 396 + в пути 0,2.0
IEK,280300747_,Уголок крепежный двойной усиленный для STRUT-профиля EZ IEK,85.0,0.0,16.0,0.0,5.31,Низкая,база спроса ≈16 шт/мес (история 2 мес.); прогноз след. месяц ≈16 шт; остаток 85 + в пути 0,4.0
IEK,280300748_,Уголок крепежный одинарный для STRUT-профиля EZ IEK,278.0,0.0,4.0,0.0,69.5,Низкая,база спроса ≈4 шт/мес (история 3 мес.); прогноз след. месяц ≈4 шт; остаток 278 + в пути 0,20.0
IEK,290100005_,У04 (4места 2р+ре.3метра) IEK,19.0,0.0,4.5,0.0,4.22,Низкая,база спроса ≈4 шт/мес (история 14 мес.); сезонность ×1.00; продажи скорректированы вверх из-за дефицита на складе; прогноз след. месяц ≈4 шт; остаток 19 + в пути 0,1.0
IEK,290100029_,Шнур УШ-01РВ (оранж с кругл  вилк и розеткой 5м) IEK,7.0,0.0,1.2,0.0,5.83,Низкая,база спроса ≈2 шт/мес (история 19 мес.); сезонность ×0.67; снижение спроса ×0.85; прогноз след. месяц ≈1 шт; остаток 7 + в пути 0,10.0
IEK,290100031_,"СФ-03К-вык (3 мест/1,5м.) IEK",36.0,0.0,3.3,0.0,10.91,Низкая,база спроса ≈2 шт/мес (история 12 мес.); сезонность ×1.20; рост спроса ×1.11; прогноз след. месяц ≈3 шт; остаток 36 + в пути 0,6.0
IEK,290100032_,"СФ-05К-вык (5 мест/1,5м.) IEK",5.0,0.0,2.1,0.0,2.38,Низкая,база спроса ≈2 шт/мес (история 17 мес.); сезонность ×1.00; рост спроса ×1.07; прогноз след. месяц ≈2 шт; остаток 5 + в пути 0,5.0
IEK,290100034_,СФ-05К-вык (5 мест/5м.) IEK,11.0,0.0,4.0,0.0,2.75,Низкая,база спроса ≈5 шт/мес (история 13 мес.); сезонность ×0.40; рост спроса ×2.00; прогноз след. месяц ≈4 шт; остаток 11 + в пути 0,1.0
IEK,290100110_,ЩЭ 6 (1275х960х155) P31 IEK ,3.0,0.0,0.8,0.0,3.75,Низкая,база спроса ≈2 шт/мес (история 7 мес.); снижение спроса ×0.50; прогноз след. месяц ≈1 шт; остаток 3 + в пути 0,1.0
IEK,290100133_,У03 (3места/5метров) чер. IEK,8.0,0.0,2.4,0.0,3.33,Низкая,база спроса ≈4 шт/мес (история 24 мес.); сезонность ×0.80; снижение спроса ×0.70; прогноз след. месяц ≈2 шт; остаток 8 + в пути 0,1.0
IEK,290100135_,У03К (3места/5метров) чер. IEK,12.0,0.0,5.6,0.0,2.14,Низкая,база спроса ≈4 шт/мес (история 23 мес.); сезонность ×2.12; снижение спроса ×0.66; исключено разовых крупных заказов: 1; прогноз след. месяц ≈6 шт; остаток 12 + в пути 0,1.0
IEK,290100139_,У04К (4места/5метров) чер. IEK,7.0,0.0,2.3,0.0,3.04,Низкая,база спроса ≈3 шт/мес (история 16 мес.); сезонность ×1.00; снижение спроса ×0.77; прогноз след. месяц ≈2 шт; остаток 7 + в пути 0,1.0
IEK,290100143_,У05К (5мест/5метров) чер. IEK,10.0,20.0,3.6,0.0,2.78,Низкая,база спроса ≈3 шт/мес (история 21 мес.); сезонность ×1.25; снижение спроса ×0.96; исключено разовых крупных заказов: 1; прогноз след. месяц ≈4 шт; остаток 10 + в пути 20,1.0
IEK,290100144_,У3 (3места/3метра) чер. IEK,4.0,0.0,1.1,0.0,3.64,Низкая,база спроса ≈2 шт/мес (история 11 мес.); снижение спроса ×0.50; прогноз след. месяц ≈1 шт; остаток 4 + в пути 0,1.0
IEK,290100146_,СФ-05К-вык (5 мест/3м.) серый IEK,19.0,0.0,2.4,0.0,7.92,Низкая,база спроса ≈2 шт/мес (история 8 мес.); рост спроса ×1.20; прогноз след. месяц ≈2 шт; остаток 19 + в пути 0,5.0
IEK,290100148_,СФ-05К-вык (5 мест/5м.) серый IEK,4.0,0.0,2.0,0.0,2.0,Низкая,база спроса ≈2 шт/мес (история 4 мес.); прогноз след. месяц ≈2 шт; остаток 4 + в пути 0,5.0
IEK,290200006_,УК50 Катушка (50м) IEK,7.0,2.0,2.2,0.0,3.18,Низкая,база спроса ≈3 шт/мес (история 31 мес.); сезонность ×0.79; снижение спроса ×0.94; исключено разовых крупных заказов: 1; прогноз след. месяц ≈2 шт; остаток 7 + в пути 2,1.0
IEK,290200009_,УК40 Катушка (40м) IEK,4.0,0.0,1.7,0.0,2.35,Низкая,база спроса ≈2 шт/мес (история 9 мес.); снижение спроса ×0.83; прогноз след. месяц ≈2 шт; остаток 4 + в пути 0,1.0
IEK,290200030_,"Катушка УК50 на мет с т/з 4 места 2P+PE/50м КГ 3х1,5мм2 IP44 ""Professional""",3.0,0.0,0.0,0.0,99.0,Низкая,база спроса ≈-1 шт/мес (история 1 мес.); прогноз след. месяц ≈0 шт; остаток 3 + в пути 0,1.0
IEK,290200128_,"Катушка УК10 4мест. 2P+PE/10м 3х1,5мм2 автосм. TWIST IEK",3.0,0.0,1.0,0.0,3.0,Низкая,база спроса ≈1 шт/мес (история 2 мес.); прогноз след. месяц ≈1 шт; остаток 3 + в пути 0,1.0
IEK,290200129_,"Катушка УК10 2P+PE/10м 3х1,5мм2 КГ автосм. IP44 TWIST IEK",3.0,0.0,1.0,0.0,3.0,Низкая,база спроса ≈1 шт/мес (история 1 мес.); прогноз след. месяц ≈1 шт; остаток 3 + в пути 0,1.0
IEK,290200130_,"Катушка УК15 2P+PE/15м 3х1,5мм2 КГ автосм. IP44 TWIST IEK",12.0,0.0,1.0,0.0,12.0,Низкая,база спроса ≈1 шт/мес (история 5 мес.); прогноз след. месяц ≈1 шт; остаток 12 + в пути 0,1.0
IEK,311101217_,Аккумулятор GREEN Ni-MH  AAA 1100мАч (2шт/блистер) IEK,139.0,0.0,1.0,0.0,139.0,Низкая,база спроса ≈1 шт/мес (история 1 мес.); прогноз след. месяц ≈1 шт; остаток 139 + в пути 0,1.0
IEK,311101219_,Аккумулятор GREEN Ni-MH AA 2700мАч (2шт/блистер) IEK,128.0,0.0,1.0,0.0,128.0,Низкая,база спроса ≈1 шт/мес (история 1 мес.); прогноз след. месяц ≈1 шт; остаток 128 + в пути 0,1.0
IEK,311101221_,Батарейка щелочная Alkaline 6LR61 9V (1шт/блистер) IEK,70.0,0.0,10.0,0.0,7.0,Низкая,база спроса ≈5 шт/мес (история 7 мес.); рост спроса ×2.00; прогноз след. месяц ≈10 шт; остаток 70 + в пути 0,1.0
IEK,311101222_,Батарейка щелочная Alkaline LR03/AAA (10шт/бокс) IEK,4.0,0.0,1.1,0.0,3.64,Низкая,база спроса ≈2 шт/мес (история 9 мес.); снижение спроса ×0.56; продажи скорректированы вверх из-за дефицита на складе; прогноз след. месяц ≈1 шт; остаток 4 + в пути 0,1.0
IEK,311101224_,Батарейка щелочная Alkaline LR03/AAA (2шт/блистер) IEK,6.0,0.0,1.0,0.0,6.0,Низкая,база спроса ≈1 шт/мес (история 2 мес.); прогноз след. месяц ≈1 шт; остаток 6 + в пути 0,1.0
IEK,311101225_,Батарейка щелочная Alkaline LR06/AA (10шт/бокс) IEK,36.0,0.0,2.1,0.0,17.14,Низкая,база спроса ≈3 шт/мес (история 8 мес.); снижение спроса ×0.70; прогноз след. месяц ≈2 шт; остаток 36 + в пути 0,1.0
IEK,311101235_,Батарейка щелочная Alkaline LR03/AAA (4шт/блистер) IEK,126.0,0.0,4.0,0.0,31.5,Низкая,база спроса ≈2 шт/мес (история 8 мес.); рост спроса ×2.00; прогноз след. месяц ≈4 шт; остаток 126 + в пути 0,1.0
IEK,311101236_,Батарейка щелочная Alkaline LR06/AA (4шт/блистер) IEK,132.0,0.0,1.0,0.0,132.0,Низкая,база спроса ≈2 шт/мес (история 7 мес.); снижение спроса ×0.64; продажи скорректированы вверх из-за дефицита на складе; прогноз след. месяц ≈1 шт; остаток 132 + в пути 0,1.0
IEK,311101237_,Батарейка щелочная Alkaline LR03/AAA (10+2шт/кор) ПРОМО GENERICA,49.0,0.0,1.4,0.0,35.0,Низкая,база спроса ≈2 шт/мес (история 8 мес.); снижение спроса ×0.69; прогноз след. месяц ≈1 шт; остаток 49 + в пути 0,1.0
IEK,311101238_,Батарейка щелочная Alkaline LR06/AA (10+2шт/кор) ПРОМО GENERICA,26.0,0.0,4.0,0.0,6.5,Низкая,база спроса ≈2 шт/мес (история 8 мес.); рост спроса ×2.00; прогноз след. месяц ≈4 шт; остаток 26 + в пути 0,1.0
IEK,BR-K20-1-K35,BRITE Розетка компьютерная двойная RJ45 кат.5E РК10-2-БрМ маренго IEK,47.0,0.0,2.0,0.0,23.5,Низкая,база спроса ≈2 шт/мес (история 3 мес.); прогноз след. месяц ≈2 шт; остаток 47 + в пути 0,1.0
IEK,BR-K20-1-K45,BRITE Розетка компьютерная двойная RJ45 кат.5E РК10-2-БрТБ темная бронза IEK,31.0,0.0,2.0,0.0,15.5,Низкая,база спроса ≈2 шт/мес (история 3 мес.); прогноз след. месяц ≈2 шт; остаток 31 + в пути 0,1.0
IEK,BR-R16-16-44-K37,BRITE Розетка 1-я с/з с/ш и крышкой 16А IP44 РСбш10-3-44-БрШ шампань IEK,26.0,0.0,10.0,0.0,2.6,Низкая,база спроса ≈10 шт/мес (история 5 мес.); продажи скорректированы вверх из-за дефицита на складе; прогноз след. месяц ≈10 шт; остаток 26 + в пути 0,1.0
IEK,BR-R16-16-44-K46,BRITE Розетка 1-местная с заземлением с защитными шторками и крышкой 16А IP44 РСбш10-3-44-БрС сталь,13.0,0.0,1.5,0.0,8.67,Низкая,база спроса ≈2 шт/мес (история 2 мес.); прогноз след. месяц ≈2 шт; остаток 13 + в пути 0,1.0
IEK,CKK10-025-025-1-K01-,Кабель-канал 25х25 белый ЭЛЕКОР IEK (за штуку) (32),8.0,0.0,2.0,0.0,4.0,Низкая,база спроса ≈2 шт/мес (история 1 мес.); прогноз след. месяц ≈2 шт; остаток 8 + в пути 0,1.0
IEK,CKK10-060-040-1-K01-,Кабель-канал 60х40 белый ЭЛЕКОР IEK (за штуку) (18),8.0,0.0,2.0,0.0,4.0,Низкая,база спроса ≈2 шт/мес (история 1 мес.); прогноз след. месяц ≈2 шт; остаток 8 + в пути 0,18.0
IEK,EPK10-04-02-K01,"Пкб27-04-К01 Патрон подвесной карболитовый, Е27, черный, индивидуальный пакет, IEK E-PRO",30.0,0.0,8.4,0.0,3.57,Низкая,база спроса ≈6 шт/мес (история 8 мес.); рост спроса ×1.29; прогноз след. месяц ≈8 шт; остаток 30 + в пути 0,1.0
IEK,MKK12-20-20, Контактор КМ20-20МР АС KARAT IEK !!!,3.0,0.0,1.0,0.0,3.0,Низкая,база спроса ≈1 шт/мес (история 2 мес.); прогноз след. месяц ≈1 шт; остаток 3 + в пути 0,1.0
IEK,MVA31-1-006-C, BA 47-60M (1ф)  6А 6кА С IEK !!!,214.0,0.0,2.0,0.0,107.0,Низкая,база спроса ≈2 шт/мес (история 1 мес.); прогноз след. месяц ≈2 шт; остаток 214 + в пути 0,1.0
IEK,MVA31-3-025-B, BA 47-60M (3ф) 25А 6кА B IEK !!!,3.0,0.0,1.0,0.0,3.0,Низкая,база спроса ≈1 шт/мес (история 2 мес.); прогноз след. месяц ≈1 шт; остаток 3 + в пути 0,1.0
IEK,UNL10-D25-4-4,"Наконечник НВИ 2-4 вилка 1,5-2,5мм (100шт/упак) IEK E-PRO",137.0,0.0,4.0,0.0,34.25,Низкая,база спроса ≈4 шт/мес (история 5 мес.); продажи скорректированы вверх из-за дефицита на складе; прогноз след. месяц ≈4 шт; остаток 137 + в пути 0,1.0
IEK,UNL20-006-6-5,"Наконечник НКИ 5,5-8 кольцо 4-6мм (100шт/упак) IEK !!!",23.0,0.0,1.5,0.0,15.33,Низкая,база спроса ≈2 шт/мес (история 4 мес.); прогноз след. месяц ≈2 шт; остаток 23 + в пути 0,1.0
IEK,нов03200_,Предохранитель ППНИ-33  (125А) IEK габарит 0 (72) !!! ,77.0,0.0,3.0,0.0,25.67,Низкая,база спроса ≈3 шт/мес (история 4 мес.); прогноз след. месяц ≈3 шт; остаток 77 + в пути 0,1.0
IEK,нов3370_,Расцепитель мин. напряжения РМ-250/400 (РМ-35/37) IEK (480) !!!,11.0,0.0,1.0,0.0,11.0,Низкая,база спроса ≈1 шт/мес (история 1 мес.); прогноз след. месяц ≈1 шт; остаток 11 + в пути 0,1.0
IEK,нов3396,Расцепитель независимый РН-125/160 (РН-32/33) IEK !!!,230.0,0.0,3.2,0.0,71.88,Низкая,база спроса ≈2 шт/мес (история 23 мес.); сезонность ×1.25; рост спроса ×1.11; исключено разовых крупных заказов: 1; прогноз след. месяц ≈3 шт; остаток 230 + в пути 0,1.0
IEK,ст-9948468,Заглушка 100х40  ПРАЙМЕР (216),192.0,24.0,42.1,0.0,4.56,Низкая,база спроса ≈50 шт/мес (история 30 мес.); сезонность ×1.20; снижение спроса ×0.70; прогноз след. месяц ≈42 шт; остаток 192 + в пути 24,12.0
IEK,ст-9951102,Заглушка 100х60  ПРАЙМЕР (216),12.0,0.0,3.5,0.0,3.43,Низкая,база спроса ≈4 шт/мес (история 2 мес.); прогноз след. месяц ≈4 шт; остаток 12 + в пути 0,1.0
IEK,ст-9951105,Внутренний изменяемый угол 100х60  ПРАЙМЕР (72),7.0,0.0,1.5,0.0,4.67,Низкая,база спроса ≈2 шт/мес (история 4 мес.); прогноз след. месяц ≈2 шт; остаток 7 + в пути 0,1.0
IEK,ст-9951312,"Вольтметр Э47 100В кл.точн. 1,5 96*96мм !!!",9.0,0.0,3.0,0.0,3.0,Низкая,база спроса ≈3 шт/мес (история 1 мес.); прогноз след. месяц ≈3 шт; остаток 9 + в пути 0,1.0
IEK,ст-9951895,"Самоклеящаяся этикетка ""Молния"" 50х50х50 IEK !!!",376.0,0.0,34.0,0.0,11.06,Низкая,база спроса ≈34 шт/мес (история 1 мес.); прогноз след. месяц ≈34 шт; остаток 376 + в пути 0,1.0
IEK,ст-9951998,ВА47-29 (1ф) 13А IEK (144) !!!,115.0,0.0,1.5,0.0,76.67,Низкая,база спроса ≈2 шт/мес (история 4 мес.); прогноз след. месяц ≈2 шт; остаток 115 + в пути 0,1.0
IEK,ст-9952399," BA 47-100 (2ф) 100А 4,5кА х-ка С IEK !!!",124.0,0.0,1.0,0.0,124.0,Низкая,база спроса ≈1 шт/мес (история 5 мес.); прогноз след. месяц ≈1 шт; остаток 124 + в пути 0,1.0
IEK,ст-9952430,Сиг. лампа AL-22  d22мм зеленый неон/240В цилиндр IEK (200) !!!,62.0,0.0,1.3,0.0,47.69,Низкая,база спроса ≈4 шт/мес (история 13 мес.); сезонность ×0.25; рост спроса ×1.28; прогноз след. месяц ≈1 шт; остаток 62 + в пути 0,1.0
IEK,ст-9952431,Сиг. лампа AL-22  d22мм красный неон/240В цилиндр IEK (200) !!!,19.0,0.0,7.7,0.0,2.47,Низкая,база спроса ≈5 шт/мес (история 10 мес.); рост спроса ×1.55; прогноз след. месяц ≈8 шт; остаток 19 + в пути 0,1.0
IEK,ст-9952496,"Наконечник-гильза НГИ2 4,0-12 с изол. фланцем (серый) IEK (100) !!!",15.0,0.0,5.0,0.0,3.0,Низкая,база спроса ≈5 шт/мес (история 1 мес.); прогноз след. месяц ≈5 шт; остаток 15 + в пути 0,1.0
IEK,ст-9952497,"Наконечник-гильза НГИ2 6,0-14 с изол. фланцем (черый) IEK (100) !!!",12.0,0.0,1.0,0.0,12.0,Низкая,база спроса ≈1 шт/мес (история 3 мес.); прогноз след. месяц ≈1 шт; остаток 12 + в пути 0,1.0
IEK,ст-9952498,Наконечник-гильза НГИ2 10-14 с изол. фланцем (слоновая кость) IEK (100) !!! ,19.0,0.0,5.0,0.0,3.8,Низкая,база спроса ≈5 шт/мес (история 1 мес.); прогноз след. месяц ≈5 шт; остаток 19 + в пути 0,1.0
